,Unnamed: 0,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
207,207,1.0,86.0,1.0,0.013650596141815186,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly [[giddy]] viewing .,0.0,0.9994986653327942,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly [[dazed]] viewing .,Successful,0.8242367502646054,0.8705992698669434,-41.06843566894531,-39.08531951904297,-1.983116149902344,iga-207,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly giddy viewing .,its spirit of iconoclastic abandon -- however canned -- makes for unexpectedly dazed viewing .
307,307,1.0,395.0,1.0,0.0009086132049560547,"does a [[good]] [[job]] of establishing a time and place , and of telling a [[fascinating]] character's story .",0.0,0.9901087284088136,"does a [[well]] [[labor]] of establishing a time and place , and of telling a [[interesting]] character's story .",Successful,0.6503386691979853,0.8610448837280273,-41.81208419799805,-38.32028579711914,-3.4917984008789062,iga-307,"does a good job of establishing a time and place , and of telling a fascinating character's story .","does a well labor of establishing a time and place , and of telling a interesting character's story ."
342,342,1.0,393.0,1.0,0.0006408095359802246,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and [[sparkling]] , bittersweet dialogue that [[cuts]] to the chase of the modern girl's dilemma .",0.0,0.8774742484092712,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and [[carbonate]] , bittersweet dialogue that [[reductions]] to the chase of the modern girl's dilemma .",Successful,0.7749224723289705,0.8982264995574951,-44.932884216308594,-44.984474182128906,0.0515899658203125,iga-342,"laugh-out-loud lines , adorably ditsy but heartfelt performances , and sparkling , bittersweet dialogue that cuts to the chase of the modern girl's dilemma .","laugh-out-loud lines , adorably ditsy but heartfelt performances , and carbonate , bittersweet dialogue that reductions to the chase of the modern girl's dilemma ."
649,649,1.0,120.0,1.0,0.19130885601043696,there has to be a few advantages to never growing [[old]] . like being able to hit on a 15-year old when you're over 100 .,0.0,0.9846221208572388,there has to be a few advantages to never growing [[antique]] . like being able to hit on a 15-year old when you're over 100 .,Successful,0.8942255541978509,0.9369948506355286,-38.56506729125977,-37.282958984375,-1.2821083068847656,iga-649,there has to be a few advantages to never growing old . like being able to hit on a 15-year old when you're over 100 .,there has to be a few advantages to never growing antique . like being able to hit on a 15-year old when you're over 100 .
111,111,0.0,705.0,0.0,0.0009943842887878418,"a cellophane-pop [[remake]] of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never [[much]] worse than [[bland]] or better than inconsequential .",1.0,0.841553270816803,"a cellophane-pop [[redo]] of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never [[heavily]] worse than [[insipid]] or better than inconsequential .",Successful,0.7332023424667726,0.9253315329551696,-51.66661071777344,-50.48209762573242,-1.1845130920410156,iga-111,"a cellophane-pop remake of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never much worse than bland or better than inconsequential .","a cellophane-pop redo of the punk classic ladies and gentlemen , the fabulous stains . . . crossroads is never heavily worse than insipid or better than inconsequential ."
1,1,1.0,756.0,1.0,0.001990973949432373,"[[although]] estela bravo's [[documentary]] is cloyingly hagiographic in its [[portrait]] of cuban leader fidel castro , it's [[still]] a guilty [[pleasure]] to watch .",0.0,0.9218078851699828,"[[nonetheless]] estela bravo's [[documentation]] is cloyingly hagiographic in its [[picture]] of cuban leader fidel castro , it's [[again]] a guilty [[revelry]] to watch .",Successful,0.4871622030691689,0.8177730441093445,-56.71686172485352,-52.84494400024414,-3.871917724609375,iga-1,"although estela bravo's documentary is cloyingly hagiographic in its portrait of cuban leader fidel castro , it's still a guilty pleasure to watch .","nonetheless estela bravo's documentation is cloyingly hagiographic in its picture of cuban leader fidel castro , it's again a guilty revelry to watch ."
429,429,1.0,1801.0,1.0,0.0004979372024536133,"its use of the thriller [[form]] to examine the labyrinthine ways in which people's [[lives]] cross and change , buffeted by events seemingly out of their control , is [[intriguing]] , [[provocative]] [[stuff]] .",0.0,0.9747455716133118,"its use of the thriller [[format]] to examine the labyrinthine ways in which people's [[lifetimes]] cross and change , buffeted by events seemingly out of their control , is [[enigmatic]] , [[inflammatory]] [[thing]] .",Successful,0.6972670257428477,0.8875267505645752,-46.78813171386719,-46.213600158691406,-0.5745315551757812,iga-429,"its use of the thriller form to examine the labyrinthine ways in which people's lives cross and change , buffeted by events seemingly out of their control , is intriguing , provocative stuff .","its use of the thriller format to examine the labyrinthine ways in which people's lifetimes cross and change , buffeted by events seemingly out of their control , is enigmatic , inflammatory thing ."
948,948,1.0,121.0,1.0,0.0003736019134521485,"this is a movie that [[refreshes]] the mind and spirit along with the body , so [[original]] is its content , look , and style .",0.0,0.9971773624420166,"this is a movie that [[updating]] the mind and spirit along with the body , so [[preliminary]] is its content , look , and style .",Successful,0.7847574847738751,0.876987636089325,-41.55846786499024,-39.27564239501953,-2.282825469970703,iga-948,"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .","this is a movie that updating the mind and spirit along with the body , so preliminary is its content , look , and style ."
281,281,1.0,246.0,1.0,0.1222321391105652,an odd drama set in the world of lingerie models and bar dancers in the midwest that [[held]] my interest precisely because it didn't try to .,0.0,0.9981161952018738,an odd drama set in the world of lingerie models and bar dancers in the midwest that [[obligated]] my interest precisely because it didn't try to .,Successful,0.8985396083419646,0.9642834663391112,-39.2881965637207,-38.57158279418945,-0.71661376953125,iga-281,an odd drama set in the world of lingerie models and bar dancers in the midwest that held my interest precisely because it didn't try to .,an odd drama set in the world of lingerie models and bar dancers in the midwest that obligated my interest precisely because it didn't try to .
1065,1065,1.0,424.0,1.0,0.0010010600090026855,"[[despite]] its [[faults]] , gangs excels in [[spectacle]] and pacing .",0.0,0.5156071782112122,"[[nonetheless]] its [[flaw]] , gangs excels in [[showed]] and pacing .",Successful,0.3508439695638686,0.770893931388855,-50.170936584472656,-43.54470443725586,-6.626232147216798,iga-1065,"despite its faults , gangs excels in spectacle and pacing .","nonetheless its flaw , gangs excels in showed and pacing ."
873,873,1.0,1509.0,1.0,0.001895308494567871,"though nijinsky's [[words]] grow increasingly disturbed , the [[film]] [[maintains]] a [[beguiling]] serenity and poise that [[make]] it accessible for a non-narrative feature .",0.0,0.5855138301849365,"though nijinsky's [[paroles]] grow increasingly disturbed , the [[movie]] [[complains]] a [[entrancing]] serenity and poise that [[provide]] it accessible for a non-narrative feature .",Successful,0.5198160153589456,0.906092405319214,-55.89102172851562,-52.04666137695313,-3.8443603515625,iga-873,"though nijinsky's words grow increasingly disturbed , the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .","though nijinsky's paroles grow increasingly disturbed , the movie complains a entrancing serenity and poise that provide it accessible for a non-narrative feature ."
668,668,1.0,104.0,1.0,0.0005172491073608398,an intimate [[contemplation]] of two [[marvelously]] messy lives .,0.0,0.966261386871338,an intimate [[meditating]] of two [[surprisingly]] messy lives .,Successful,0.4854917717073234,0.7894116044044495,-44.572208404541016,-41.63289260864258,-2.939315795898437,iga-668,an intimate contemplation of two marvelously messy lives .,an intimate meditating of two surprisingly messy lives .
561,561,0.0,1053.0,0.0,0.02353578805923462,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[handicap]] .",1.0,0.5636370778083801,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing [[disabilities]] .",Successful,0.9304899483313592,0.9844416379928588,-47.68785858154297,-48.30080032348633,0.6129417419433594,iga-561,"allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing handicap .","allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard , is a particularly vexing disabilities ."
813,813,1.0,100.0,1.0,0.0003959536552429199,many [[insightful]] moments .,0.0,0.7729761600494385,many [[termite]] moments .,Successful,0.7071067811865475,0.6048423051834106,-33.65665817260742,-34.357837677001946,0.7011795043945312,iga-813,many insightful moments .,many termite moments .
349,349,1.0,1502.0,1.0,0.0003752708435058594,"a [[brilliant]] , [[absurd]] collection of vignettes that , in their own [[idiosyncratic]] way , sum up the strange horror of life in the new millennium .",0.0,0.9991683363914492,"a [[glossy]] , [[stupid]] collection of vignettes that , in their own [[symptomatic]] way , sum up the strange horror of life in the new millennium .",Successful,0.756896227518374,0.8982129096984863,-37.672306060791016,-35.86634826660156,-1.805957794189453,iga-349,"a brilliant , absurd collection of vignettes that , in their own idiosyncratic way , sum up the strange horror of life in the new millennium .","a glossy , stupid collection of vignettes that , in their own symptomatic way , sum up the strange horror of life in the new millennium ."
724,724,0.0,100.0,0.0,0.00040227174758911133,a [[feeble]] tootsie knockoff .,1.0,0.7628576755523682,a [[sensitive]] tootsie knockoff .,Successful,0.6042750794713536,0.7995683550834656,-41.66506576538086,-43.51350402832031,1.848438262939453,iga-724,a feeble tootsie knockoff .,a sensitive tootsie knockoff .
783,783,0.0,8.0,0.0,0.007165431976318359,more intellectually scary than dramatically [[involving]] .,1.0,0.936424434185028,more intellectually scary than dramatically [[implicate]] .,Successful,0.6434588841607617,0.909515142440796,-44.704002380371094,-45.10368347167969,0.39968109130859375,iga-783,more intellectually scary than dramatically involving .,more intellectually scary than dramatically implicate .
358,358,0.0,1386.0,0.0,0.00077056884765625,"deuces wild [[treads]] [[heavily]] into romeo and juliet/west side [[story]] territory , where it plainly has no [[business]] going .",1.0,0.9607074856758118,"deuces wild [[caterpillars]] [[acutely]] into romeo and juliet/west side [[narrative]] territory , where it plainly has no [[enterprising]] going .",Successful,0.5305903666964891,0.7516570687294006,-54.49337768554688,-52.552635192871094,-1.9407424926757808,iga-358,"deuces wild treads heavily into romeo and juliet/west side story territory , where it plainly has no business going .","deuces wild caterpillars acutely into romeo and juliet/west side narrative territory , where it plainly has no enterprising going ."
552,552,0.0,35.0,0.0,0.013366103172302246,blood work is [[laughable]] in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,1.0,0.6189636588096619,blood work is [[grotesque]] in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,Successful,0.8787419089273848,0.9466111660003662,-49.6081428527832,-51.84745788574219,2.2393150329589844,iga-552,blood work is laughable in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .,blood work is grotesque in the solemnity with which it tries to pump life into overworked elements from eastwood's dirty harry period .
871,871,0.0,2632.0,0.0,0.010042130947113035,"his [nelson's] [[screenplay]] [[needs]] some [[serious]] re-working to show more of the dilemma , rather than have his characters stage shouting [[matches]] about it .",1.0,0.6128084659576416,"his [nelson's] [[scenarios]] [[requires]] some [[extreme]] re-working to show more of the dilemma , rather than have his characters stage shouting [[couples]] about it .",Successful,0.6666823117022298,0.7911110520362854,-46.28434371948242,-48.30099487304688,2.016651153564453,iga-871,"his [nelson's] screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .","his [nelson's] scenarios requires some extreme re-working to show more of the dilemma , rather than have his characters stage shouting couples about it ."
362,362,0.0,468.0,0.0,0.006528973579406738,[[cherish]] would've worked a [[lot]] better had it been a [[short]] film .,1.0,0.7233551144599915,[[invaluable]] would've worked a [[afar]] better had it been a [[concise]] film .,Successful,0.4250281413416978,0.716598629951477,-45.07392883300781,-40.320701599121094,-4.753227233886719,iga-362,cherish would've worked a lot better had it been a short film .,invaluable would've worked a afar better had it been a concise film .
1026,1026,1.0,1437.0,1.0,0.0006312727928161621,one of the most [[important]] and [[exhilarating]] forms of [[animated]] [[filmmaking]] since old walt doodled steamboat willie .,0.0,0.9935930967330932,one of the most [[stupendous]] and [[excite]] forms of [[animate]] [[kino]] since old walt doodled steamboat willie .,Successful,0.5082365016563265,0.8810938000679016,-50.49991226196289,-47.67428970336914,-2.82562255859375,iga-1026,one of the most important and exhilarating forms of animated filmmaking since old walt doodled steamboat willie .,one of the most stupendous and excite forms of animate kino since old walt doodled steamboat willie .
382,382,1.0,382.0,1.0,0.0015296339988708494,a muddle splashed with [[bloody]] [[beauty]] as vivid as any scorsese has ever given us .,0.0,0.9946045279502868,a muddle splashed with [[cursed]] [[hotness]] as vivid as any scorsese has ever given us .,Successful,0.7447819789879647,0.8105292320251465,-45.23949432373047,-45.21281051635742,-0.026683807373046875,iga-382,a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,a muddle splashed with cursed hotness as vivid as any scorsese has ever given us .
820,820,1.0,876.0,1.0,0.004558682441711426,"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real [[women]] have curves truly is life [[affirming]] .",0.0,0.6318355798721313,"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real [[females]] have curves truly is life [[alleging]] .",Successful,0.8207202632332541,0.9461590051651,-42.55350875854492,-41.72306442260742,-0.8304443359375,iga-820,"i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real women have curves truly is life affirming .","i'm not a fan of the phrase 'life affirming' because it usually means 'schmaltzy , ' but real females have curves truly is life alleging ."
829,829,0.0,412.0,0.0,0.0006545186042785645,kaufman's [[script]] is [[never]] especially [[clever]] and often is rather pretentious .,1.0,0.9462512135505676,kaufman's [[scenario]] is [[nunca]] especially [[adept]] and often is rather pretentious .,Successful,0.4617366309441026,0.6899096965789795,-49.26238632202149,-44.72992706298828,-4.532459259033203,iga-829,kaufman's script is never especially clever and often is rather pretentious .,kaufman's scenario is nunca especially adept and often is rather pretentious .
