,Unnamed: 0,ground_truth_output,num_queries,original_output,original_score,original_text,perturbed_output,perturbed_score,perturbed_text,result_type,bleu,sem,acpt_per,acpt_orig,acpt,id,original_text_raw,perturbed_text_raw
787,787,0.0,88.0,0.0,0.03638964891433717,". . . for all its social and political potential , state property doesn't end up being very [[inspiring]] or insightful .",1.0,0.990818977355957,". . . for all its social and political potential , state property doesn't end up being very [[revolutionise]] or insightful .",Successful,0.8725129388059689,0.9367534518241882,-32.87936019897461,-30.69504356384277,-2.184316635131836,pwws-787,". . . for all its social and political potential , state property doesn't end up being very inspiring or insightful .",". . . for all its social and political potential , state property doesn't end up being very revolutionise or insightful ."
324,324,1.0,144.0,1.0,0.0012097954750061035,"director lee has a true cinematic knack , but it's also [[nice]] to see a movie with its heart so thoroughly , unabashedly on its sleeve .",0.0,0.9726292490959167,"director lee has a true cinematic knack , but it's also [[overnice]] to see a movie with its heart so thoroughly , unabashedly on its sleeve .",Successful,0.8985396083419646,0.9807807803153992,-40.52967071533203,-38.31903839111328,-2.21063232421875,pwws-324,"director lee has a true cinematic knack , but it's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .","director lee has a true cinematic knack , but it's also overnice to see a movie with its heart so thoroughly , unabashedly on its sleeve ."
481,481,1.0,212.0,1.0,0.0006706714630126952,an [[engrossing]] iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,0.0,0.9696201682090759,an [[engulf]] iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,Successful,0.9456329342976758,0.987458109855652,-41.180606842041016,-40.54679489135742,-0.6338119506835938,pwws-481,an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .,an engulf iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the poor and the dispossessed .
488,488,1.0,246.0,1.0,0.04187220335006714,"the acting in pauline and paulette is good all round , but what really [[sets]] the film apart is debrauwer's refusal to push the easy emotional buttons .",0.0,0.9987409114837646,"the acting in pauline and paulette is good all round , but what really [[plant]] the film apart is debrauwer's refusal to push the easy emotional buttons .",Successful,0.9025139799587886,0.9524220824241638,-48.3492431640625,-46.39175415039063,-1.957489013671875,pwws-488,"the acting in pauline and paulette is good all round , but what really sets the film apart is debrauwer's refusal to push the easy emotional buttons .","the acting in pauline and paulette is good all round , but what really plant the film apart is debrauwer's refusal to push the easy emotional buttons ."
963,963,0.0,176.0,0.0,0.00484621524810791,showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great [[expectations]] will wind up as glum as mr . de niro .,1.0,0.9807851314544678,showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great [[anticipation]] will wind up as glum as mr . de niro .,Successful,0.9385522307631308,0.9591257572174072,-46.23663711547852,-44.877708435058594,-1.358928680419922,pwws-963,showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great expectations will wind up as glum as mr . de niro .,showtime's starry cast could be both an asset and a detriment . those who trek to the 'plex predisposed to like it probably will enjoy themselves . but ticket-buyers with great anticipation will wind up as glum as mr . de niro .
852,852,0.0,142.0,0.0,0.0023056864738464355,"[[put]] it somewhere between [[sling]] blade and south of heaven , [[west]] of hell in the pantheon of billy bob's [[body]] of work .",1.0,0.6951029300689697,"[[arrange]] it somewhere between [[catapult]] blade and south of heaven , [[Occident]] of hell in the pantheon of billy bob's [[consistence]] of work .",Successful,0.5891285089649849,0.8588324189186096,-49.765380859375,-48.90247344970703,-0.8629074096679688,pwws-852,"put it somewhere between sling blade and south of heaven , west of hell in the pantheon of billy bob's body of work .","arrange it somewhere between catapult blade and south of heaven , Occident of hell in the pantheon of billy bob's consistence of work ."
551,551,1.0,96.0,1.0,0.002352297306060791,the [[strength]] of the film [[lies]] in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,0.0,0.9967567920684814,the [[posture]] of the film [[prevarication]] in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,Successful,0.8280264444284787,0.9315214157104492,-49.99212646484375,-47.68916702270508,-2.302959442138672,pwws-551,the strength of the film lies in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .,the posture of the film prevarication in its two central performances by sven wollter as the stricken composer and viveka seldahl as his desperate violinist wife .
712,712,1.0,176.0,1.0,0.017536759376525882,"the film has a laundry list of minor shortcomings , but the numerous [[scenes]] of gory mayhem are worth the [[price]] of admission . . . if "" gory mayhem "" is your idea of a good [[time]] .",0.0,0.6671061515808105,"the film has a laundry list of minor shortcomings , but the numerous [[prospect]] of gory mayhem are worth the [[damage]] of admission . . . if "" gory mayhem "" is your idea of a good [[clock]] .",Successful,0.8144564164703691,0.9100776910781859,-44.73920822143555,-39.32547378540039,-5.413734436035156,pwws-712,"the film has a laundry list of minor shortcomings , but the numerous scenes of gory mayhem are worth the price of admission . . . if "" gory mayhem "" is your idea of a good time .","the film has a laundry list of minor shortcomings , but the numerous prospect of gory mayhem are worth the damage of admission . . . if "" gory mayhem "" is your idea of a good clock ."
619,619,0.0,311.0,0.0,0.0006053447723388673,"why [[sit]] through a [[crummy]] , wannabe-hip [[crime]] [[comedy]] that [[refers]] [[incessantly]] to [[old]] [[movies]] , when you could just [[rent]] those [[movies]] instead , [[let]] [[alone]] seek out a [[respectable]] [[new]] [[one]] ?",1.0,0.618941068649292,"why [[ride]] through a [[punk]] , wannabe-hip [[law-breaking]] [[drollery]] that [[pertain]] [[unendingly]] to [[honest-to-god]] [[film]] , when you could just [[take]] those [[film]] instead , [[Lashkar-e-Toiba]] [[unique]] seek out a [[healthy]] [[raw]] [[I]] ?",Successful,0.1872386029615132,0.36199915409088135,-57.91303634643555,-55.95740509033203,-1.955631256103516,pwws-619,"why sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one ?","why ride through a punk , wannabe-hip law-breaking drollery that pertain unendingly to honest-to-god film , when you could just take those film instead , Lashkar-e-Toiba unique seek out a healthy raw I ?"
923,923,0.0,65.0,0.0,0.001033186912536621,leaves viewers out in the cold and [[undermines]] some phenomenal performances .,1.0,0.9958454370498656,leaves viewers out in the cold and [[cave]] some phenomenal performances .,Successful,0.7348889200874658,0.8649621009826659,-39.62155151367188,-41.16363906860352,1.5420875549316406,pwws-923,leaves viewers out in the cold and undermines some phenomenal performances .,leaves viewers out in the cold and cave some phenomenal performances .
918,918,1.0,54.0,1.0,0.002368092536926269,a [[marvelous]] performance by allison lohman as an identity-seeking foster child .,0.0,0.9990828633308412,a [[improbable]] performance by allison lohman as an identity-seeking foster child .,Successful,0.8265168183793802,0.852314829826355,-45.70381164550781,-45.47354507446289,-0.2302665710449219,pwws-918,a marvelous performance by allison lohman as an identity-seeking foster child .,a improbable performance by allison lohman as an identity-seeking foster child .
780,780,0.0,313.0,0.0,0.0007724761962890625,the only fun [[part]] of the movie is [[playing]] the obvious game . you [[try]] to [[guess]] the order in which the [[kids]] in the house will be gored .,1.0,0.5702757239341736,the only fun [[separate]] of the movie is [[bring]] the obvious game . you [[prove]] to [[gauge]] the order in which the [[Kyd]] in the house will be gored .,Successful,0.5492319291521991,0.7780920267105103,-49.4845085144043,-43.14978408813477,-6.334724426269531,pwws-780,the only fun part of the movie is playing the obvious game . you try to guess the order in which the kids in the house will be gored .,the only fun separate of the movie is bring the obvious game . you prove to gauge the order in which the Kyd in the house will be gored .
370,370,0.0,76.0,0.0,0.002268731594085693,feels strangely [[hollow]] at its [[emotional]] [[core]] .,1.0,0.8689041137695312,feels strangely [[excavate]] at its [[excited]] [[essence]] .,Successful,0.6500593260343691,0.553397536277771,-44.01515579223633,-44.50118637084961,0.4860305786132813,pwws-370,feels strangely hollow at its emotional core .,feels strangely excavate at its excited essence .
401,401,1.0,43.0,1.0,0.001403510570526123,"a [[wry]] , [[affectionate]] [[delight]] .",0.0,0.9742447137832642,"a [[dry]] , [[lovesome]] [[please]] .",Successful,0.8408964152537145,0.27867043018341064,-40.24209976196289,-37.876731872558594,-2.365367889404297,pwws-401,"a wry , affectionate delight .","a dry , lovesome please ."
650,650,1.0,110.0,1.0,0.014088094234466553,goldmember is [[funny]] enough to justify the embarrassment of bringing a barf bag to the moviehouse .,0.0,0.9991574883461,goldmember is [[laughable]] enough to justify the embarrassment of bringing a barf bag to the moviehouse .,Successful,0.8482198619370459,0.94661545753479,-47.54393768310547,-45.60530090332031,-1.938636779785156,pwws-650,goldmember is funny enough to justify the embarrassment of bringing a barf bag to the moviehouse .,goldmember is laughable enough to justify the embarrassment of bringing a barf bag to the moviehouse .
763,763,1.0,130.0,1.0,0.004930377006530762,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's [[funny]] .,0.0,0.775330126285553,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's [[risible]] .,Successful,0.9086549610666288,0.9593791961669922,-34.90055084228516,-34.087181091308594,-0.8133697509765625,pwws-763,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's funny .,the first shocking thing about sorority boys is that it's actually watchable . even more baffling is that it's risible .
979,979,0.0,281.0,0.0,0.0007280707359313965,you cannot [[guess]] why the [[cast]] and crew didn't sign a pact to burn the negative and the [[script]] and [[pretend]] the [[whole]] [[thing]] never existed .,1.0,0.8713833689689636,you cannot [[pretend]] why the [[contrive]] and crew didn't sign a pact to burn the negative and the [[hand]] and [[act]] the [[unscathed]] [[affair]] never existed .,Successful,0.5277341432463967,0.7814623117446899,-50.7955207824707,-47.14017868041992,-3.655342102050781,pwws-979,you cannot guess why the cast and crew didn't sign a pact to burn the negative and the script and pretend the whole thing never existed .,you cannot pretend why the contrive and crew didn't sign a pact to burn the negative and the hand and act the unscathed affair never existed .
742,742,1.0,204.0,1.0,0.001362144947052002,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , [[holding]] it all together .",0.0,0.6553433537483215,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , [[halt]] it all together .",Successful,0.8985396083419646,0.9552490115165709,-46.03200149536133,-45.42006301879883,-0.6119384765625,pwws-742,"director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , holding it all together .","director roger kumble offers just enough sweet and traditional romantic comedy to counter the crudity . and there's the inimitable diaz , halt it all together ."
829,829,0.0,62.0,0.0,0.0006545186042785645,kaufman's [[script]] is [[never]] especially [[clever]] and often is rather [[pretentious]] .,1.0,0.9898958802223206,kaufman's [[playscript]] is [[ne'er]] especially [[ingenious]] and often is rather [[ostentatious]] .,Successful,0.2521193618434983,0.658823549747467,-50.01472473144531,-45.30973434448242,-4.7049903869628915,pwws-829,kaufman's script is never especially clever and often is rather pretentious .,kaufman's playscript is ne'er especially ingenious and often is rather ostentatious .
675,675,1.0,107.0,1.0,0.0008733868598937987,"with its [[jerky]] hand-held camera and documentary feel , [[bloody]] sunday is a sobering recount of a very bleak day in derry .",0.0,0.603274941444397,"with its [[foolish]] hand-held camera and documentary feel , [[fucking]] sunday is a sobering recount of a very bleak day in derry .",Successful,0.7674174160136337,0.8961459398269653,-44.75364303588867,-44.32933044433594,-0.4243125915527344,pwws-675,"with its jerky hand-held camera and documentary feel , bloody sunday is a sobering recount of a very bleak day in derry .","with its foolish hand-held camera and documentary feel , fucking sunday is a sobering recount of a very bleak day in derry ."
